event_id,value,variable,latitude,longitude,year,month,day,station,station_name,sea_surface_height
18NE01003_2001003000,44.1055,Phosphate_0_50,44.26818,-63.31677,2001,2,13,HL2,NA,NA
18NE01004_2001004001,40.388,Phosphate_0_50,44.26205,-63.30927,2001,2,27,HL2,NA,NA
18NE01004_2001004094,43.93,Phosphate_0_50,44.26362,-63.3179,2001,3,14,HL2,NA,NA
18NE01032_2001032000,36.23425,Phosphate_0_50,44.25597,-63.33132,2001,7,3,HL2,NA,NA
18NE01037_2001037000,42.842,Phosphate_0_50,44.26702,-63.31948,2001,7,16,HL2,Halifax,1
18NE01037_2001037000,42.842,Phosphate_0_50,44.26702,-63.31948,2001,7,16,HL2,North Sydney,0.8
18NE01037_2001037000,42.842,Phosphate_0_50,44.26702,-63.31948,2001,7,16,HL2,Yarmouth,3
18NE01037_2001037111,26.806,Phosphate_0_50,44.26967,-63.31937,2001,7,30,HL2,NA,NA
18NE02002_2002002094,38.901,Phosphate_0_50,44.264,-63.31883,2002,3,1,HL2,NA,NA
18NE02003_2002003130,36.66075,Phosphate_0_50,44.2639,-63.31705,2002,3,19,HL2,NA,NA
18NE02037_2002037000,21.5415,Phosphate_0_50,44.2661,-63.31538,2002,7,2,HL2,NA,NA
18NE02037_2002037125,40.4115,Phosphate_0_50,44.26605,-63.31148,2002,7,16,HL2,North Sydney,0.8
18NE02037_2002037125,40.4115,Phosphate_0_50,44.26605,-63.31148,2002,7,16,HL2,Yarmouth,3
18NE02040_2002040100,31.092,Phosphate_0_50,44.26666,-63.3167,2002,7,30,HL2,NA,NA
18NE02051_2002051204,40.49175,Phosphate_0_50,44.26666,-63.31666,2002,9,28,HL2,NA,NA
18NE03002_2003002000,45.6705,Phosphate_0_50,44.26366,-63.31033,2003,2,17,HL2,NA,NA
18NE03003_2003003000,NA,Phosphate_0_50,44.27166,-63.29833,2003,3,4,HL2,NA,NA
18NE03003_2003003002,44.3694642857143,Phosphate_0_50,44.26733,-63.31966,2003,3,5,HL2,NA,NA
18NE03003_2003003112,38.01825,Phosphate_0_50,44.26813,-63.31203,2003,3,20,HL2,NA,NA
18NE03036_2003036000,23.45025,Phosphate_0_50,44.25999,-63.305,2003,6,26,HL2,NA,NA
18NE03036_2003036155,29.84375,Phosphate_0_50,44.26549,-63.31816,2003,7,18,HL2,NA,NA
18NE03042_2003042078,28.3375,Phosphate_0_50,44.26666,-63.32083,2003,7,31,HL2,NA,NA
18NE05004_2005004008,27.7448558062854,Phosphate_0_50,44.25716,-63.33083,2005,4,1,HL2,NA,NA
18NE05004_2005004111,22.254865,Phosphate_0_50,44.26423,-63.31133,2005,4,10,HL2,NA,NA
18NE05027_2005027001,NA,Phosphate_0_50,44.32031,-63.29218,2005,6,27,HL2,NA,NA
18NE06030_2006030000,19.663,Phosphate_0_50,44.27466,-63.32268,2006,7,6,HL2,NA,NA
18NE06036_2006036000,23.9205,Phosphate_0_50,44.2718,-63.32458,2006,7,20,HL2,NA,NA
18NE06036_2006036102,31.0105,Phosphate_0_50,44.26959,-63.32403,2006,8,1,HL2,NA,NA
18NE09002_2009002001,24.943,Phosphate_0_50,44.27181,-63.32063,2009,3,27,HL2,NA,NA
18NE09027_2009027001,15.8485,Phosphate_0_50,44.272,-63.3235,2009,7,1,HL2,NA,NA
18NE09027_2009027004,20.8825,Phosphate_0_50,44.2025,-63.3895,2009,7,2,HL2,NA,NA
18NE09027_2009027094,22.366,Phosphate_0_50,44.271,-63.3203,2009,7,13,HL2,NA,NA
18NE09027_2009027215,22.2405,Phosphate_0_50,44.2734,-63.3209,2009,7,28,HL2,NA,NA
18NE09841_2009841001,36.6635,Phosphate_0_50,44.26701,-63.33933,2009,2,11,HL2,NA,NA
18NE09841_2009841058,39.1205,Phosphate_0_50,44.26883,-63.31549,2009,2,21,HL2,NA,NA
18NE10002_2010002066,36.1025,Phosphate_0_50,44.2658,-63.3188,2010,3,21,HL2,NA,NA
18NE10027_2010027001,26.0535,Phosphate_0_50,44.26783,-63.31886,2010,7,2,HL2,NA,NA
18NE10027_2010027102,23.029,Phosphate_0_50,44.26633,-63.31673,2010,7,19,HL2,NA,NA
18NE10027_2010027195,30.9345,Phosphate_0_50,44.26791,-63.32543,2010,8,1,HL2,NA,NA
18NE11002_2011002000,46.3005,Phosphate_0_50,44.26833,-63.31833,2011,2,5,HL2,NA,NA
18NE11002_2011002005,41.152,Phosphate_0_50,44.26371,-63.32051,2011,2,18,HL2,NA,NA
18NE11002_2011002068,42.257,Phosphate_0_50,44.2675,-63.3179,2011,3,7,HL2,NA,NA
18NE11025_2011025001,26.244,Phosphate_0_50,44.266,-63.3187,2011,7,5,HL2,NA,NA
18NE11025_2011025169,24.7305,Phosphate_0_50,44.2668,-63.3182,2011,7,23,HL2,NA,NA
18NE11025_2011025281,25.6275,Phosphate_0_50,44.2663,-63.3137,2011,8,8,HL2,NA,NA
18NE12002_20120021,26.7797954545455,Phosphate_0_50,44.2695,-63.3217,2012,2,11,HL2,NA,NA
18NE12002_2012002148,24.69225,Phosphate_0_50,44.2688,-63.3208,2012,3,18,HL2,NA,NA
18NE12002_201200247,29.2781363636364,Phosphate_0_50,44.2715,-63.3253,2012,2,19,HL2,NA,NA
18NE12002_201200290,35.09225,Phosphate_0_50,44.2728,-63.3243,2012,3,5,HL2,NA,NA
18NE12022_20120221,21.98825,Phosphate_0_50,44.2677,-63.3175,2012,7,4,HL2,NA,NA
18NE12022_2012022144,18.09275,Phosphate_0_50,44.268,-63.3187,2012,7,21,HL2,NA,NA
18NE12022_2012022238,20.1261136363636,Phosphate_0_50,44.2715,-63.3247,2012,8,5,HL2,NA,NA
18NE13002_001,38.8934807692308,Phosphate_0_50,44.268,-63.324,2013,2,26,HL2,NA,NA
18NE13002_113,38.9825,Phosphate_0_50,44.271,-63.321,2013,3,19,HL2,NA,NA
18NE13022_001,18.4959545454545,Phosphate_0_50,44.273,-63.323,2013,6,27,HL2,NA,NA
18NE13022_097,32.154,Phosphate_0_50,44.273,-63.322,2013,7,13,HL2,NA,NA
18NE13022_176,22.63575,Phosphate_0_50,44.273,-63.319,2013,7,23,HL2,NA,NA
18NE13022_265,23.4990227272727,Phosphate_0_50,44.26,-63.327,2013,8,4,HL2,NA,NA
18NE14002_001,40.7023183770161,Phosphate_0_50,44.27066,-63.319,2014,2,18,HL2,NA,NA
18NE14002_076,38.6494196002274,Phosphate_0_50,44.26083,-63.32866,2014,3,3,HL2,NA,NA
18NE14018_001,18.9114525494071,Phosphate_0_50,44.2604,-63.3319,2014,6,28,HL2,NA,NA
18NE14018_062,26.128587055336,Phosphate_0_50,44.25882,-63.3226,2014,7,22,HL2,NA,NA
18NE14018_142,19.0681356356784,Phosphate_0_50,44.2534,-63.3281,2014,8,3,HL2,NA,NA
18NE14018_143,14.7078862480499,Phosphate_0_50,44.20988,-63.1365,2014,8,6,HL2,NA,NA
18NE14018_226,15.3051013050253,Phosphate_0_50,44.25712,-63.32994,2014,8,16,HL2,North Sydney,0.8
18NE14018_226,15.3051013050253,Phosphate_0_50,44.25712,-63.32994,2014,8,16,HL2,Yarmouth,3
18NE14101_055,31.3577555651914,Phosphate_0_50,44.25444,-63.32524,2014,3,22,HL2,NA,NA
18NE15002_001,32.3690109931866,Phosphate_0_50,44.25952,-63.32305,2015,3,5,HL2,NA,NA
18NE15002_037,37.157410570379,Phosphate_0_50,44.258,-63.32448,2015,3,27,HL2,NA,NA
18NE15015_002,22.3176591566866,Phosphate_0_50,44.2592,-63.3247,2015,6,25,HL2,NA,NA
18NE15017_049,20.6378589373297,Phosphate_0_50,44.2582,-63.3275,2015,7,6,HL2,NA,NA
18NE15017_138,16.4728537349398,Phosphate_0_50,44.2573,-63.3245,2015,8,4,HL2,NA,NA
18NE15017_258,18.3033367769003,Phosphate_0_50,44.2575,-63.3212,2015,8,17,HL2,NA,NA
18NE16016_001,22.9059441633858,Phosphate_0_50,44.2719,-63.31586,2016,6,28,HL2,NA,NA
18NE16016_008,22.8080098126505,Phosphate_0_50,44.26014,-63.16976,2016,6,28,HL2,NA,NA
18NE16016_102,20.1383394921875,Phosphate_0_50,44.2684,-63.32422,2016,7,16,HL2,Halifax,1.1
18NE16016_102,20.1383394921875,Phosphate_0_50,44.2684,-63.32422,2016,7,16,HL2,North Sydney,0.9
18NE16016_102,20.1383394921875,Phosphate_0_50,44.2684,-63.32422,2016,7,16,HL2,Yarmouth,3
18NE16016_195,21.681132753134,Phosphate_0_50,44.2646,-63.31619,2016,8,3,HL2,NA,NA
18NE16016_298,18.5281716522843,Phosphate_0_50,44.26648,-63.32498,2016,8,15,HL2,NA,NA
18NE17002_009,39.8528920072464,Phosphate_0_50,44.2728,-63.3265,2017,3,8,HL2,NA,NA
18NE17020_001,25.42483625,Phosphate_0_50,44.26836,-63.32914,2017,6,28,HL2,NA,NA
18NE17020_126,17.5635818915223,Phosphate_0_50,44.2766,-63.32259,2017,7,19,HL2,NA,NA
18NE17020_197,17.6426173444929,Phosphate_0_50,44.27378,-63.31911,2017,7,29,HL2,NA,NA
18NE17102_001,37.2969054756469,Phosphate_0_50,44.2742,-63.3203,2017,3,2,HL2,NA,NA
18NE19030_117,20.2888279717457,Phosphate_0_50,44.26784,-63.31657,2019,7,16,HL2,Halifax,1.2
18NE19030_117,20.2888279717457,Phosphate_0_50,44.26784,-63.31657,2019,7,16,HL2,North Sydney,0.9
18NE19030_117,20.2888279717457,Phosphate_0_50,44.26784,-63.31657,2019,7,16,HL2,Yarmouth,3
18NE19030_190,23.9624086181435,Phosphate_0_50,44.26904,-63.32036,2019,7,26,HL2,NA,NA
18NE19030_279,17.9357409738956,Phosphate_0_50,44.26966,-63.32229,2019,8,10,HL2,NA,NA
18NE19102_004,41.5104272303427,Phosphate_0_50,44.26288,-63.31644,2019,2,18,HL2,NA,NA
18NE19102_020,41.7075928162055,Phosphate_0_50,44.2678,-63.32179,2019,3,9,HL2,NA,NA
18NE19102_095,31.8013916847826,Phosphate_0_50,44.26754,-63.32161,2019,3,22,HL2,NA,NA
18NE99025_99025001,23.114,Phosphate_0_50,44.265,-63.3175,1999,7,5,HL2,NA,NA
18NE99025_99025002,NA,Phosphate_0_50,44.26667,-63.3175,1999,7,5,HL2,NA,NA
18NE99025_99025097,23.2625,Phosphate_0_50,44.2675,-63.31733,1999,7,17,HL2,NA,NA
18NE99029_99029107,21.677,Phosphate_0_50,44.26667,-63.31667,1999,7,31,HL2,NA,NA
18OL17001_072,19.2203694202226,Phosphate_0_50,44.2657,-63.31546,2017,4,23,HL2,NA,NA
18OL17001_174,23.2351694205729,Phosphate_0_50,44.26482,-63.31698,2017,5,3,HL2,NA,NA
18OL19001_090,24.5303041972077,Phosphate_0_50,44.2658,-63.31652,2019,4,15,HL2,Halifax,1.1
18OL19001_090,24.5303041972077,Phosphate_0_50,44.2658,-63.31652,2019,4,15,HL2,North Sydney,0.9
18OL19001_090,24.5303041972077,Phosphate_0_50,44.2658,-63.31652,2019,4,15,HL2,Yarmouth,3
18OL19001_160,22.6675606804124,Phosphate_0_50,44.26601,-63.31758,2019,4,25,HL2,NA,NA
18PZ00001_2000001030,28.04625,Phosphate_0_50,44.26667,-63.317,2000,5,2,HL2,NA,NA
18PZ00002_2000002004,28.597,Phosphate_0_50,44.26667,-63.31667,2000,4,6,HL2,NA,NA
18PZ00002_2000002072,26.467,Phosphate_0_50,44.26667,-63.31667,2000,4,12,HL2,NA,NA
18PZ00002_2000002201,26.0675,Phosphate_0_50,44.26667,-63.31667,2000,4,23,HL2,NA,NA
18PZ00002_2000002246,23.518,Phosphate_0_50,44.26667,-63.31667,2000,5,8,HL2,NA,NA
18PZ00075_2000075023,22.53325,Phosphate_0_50,44.26667,-63.31667,2000,6,14,HL2,NA,NA
18PZ98078_98078003,29.6325,Phosphate_0_50,44.26633,-63.3175,1999,2,10,HL2,NA,NA
18PZ98078_98078057,31.633,Phosphate_0_50,44.265,-63.3175,1999,2,16,HL2,NA,NA
18PZ99028_99028066,28.7619444444444,Phosphate_0_50,44.26567,-63.318,1999,9,29,HL2,NA,NA
18TL04529_2004529000,22.369,Phosphate_0_50,44.26883,-63.32933,2004,7,5,HL2,NA,NA
18TL04529_2004529001,24.1425,Phosphate_0_50,44.17996,-63.15093,2004,7,6,HL2,NA,NA
18TL04530_2004530000,17.631,Phosphate_0_50,44.27011,-63.3215,2004,7,18,HL2,NA,NA
18TL04530_2004530117,18.695,Phosphate_0_50,44.27181,-63.3234,2004,7,30,HL2,NA,NA
18TL05545_2005545000,36.742,Phosphate_0_50,44.26783,-63.32149,2005,2,19,HL2,NA,NA
18TL05545_2005545105,41.165,Phosphate_0_50,44.27216,-63.32099,2005,3,4,HL2,NA,NA
18TL05546_2005546666,37.558,Phosphate_0_50,44.27233,-63.317,2005,3,16,HL2,Halifax,1.1
18TL05546_2005546666,37.558,Phosphate_0_50,44.27233,-63.317,2005,3,16,HL2,Yarmouth,3
18TL05605_2005605000,23.2035,Phosphate_0_50,44.27086,-63.3185,2005,7,1,HL2,NA,NA
18TL05633_2005633000,34.342,Phosphate_0_50,44.2705,-63.32416,2005,7,13,HL2,NA,NA
18TL05633_2005633122,29.591,Phosphate_0_50,44.27281,-63.32618,2005,7,27,HL2,NA,NA
18TL06614_2006614000,33.8525,Phosphate_0_50,44.269,-63.31933,2006,2,18,HL2,NA,NA
18TL06614_2006614098,35.9995,Phosphate_0_50,44.27151,-63.32559,2006,3,3,HL2,NA,NA
18TL06615_2006615092,35.452,Phosphate_0_50,44.26866,-63.32333,2006,3,15,HL2,NA,NA
18TL07745_2007745000,26.635,Phosphate_0_50,44.27054,-63.32466,2007,7,7,HL2,NA,NA
18TL08805_2008805001,41.246,Phosphate_0_50,44.27117,-63.32455,2008,3,19,HL2,NA,NA
18TL16002_002,39.8771107926239,Phosphate_0_50,44.26894,-63.3176,2016,2,23,HL2,NA,NA
18TL16003_005,37.8149011105932,Phosphate_0_50,44.27362,-63.3305,2016,3,11,HL2,NA,NA
18TL16003_008,38.2601014561882,Phosphate_0_50,44.17866,-63.48748,2016,3,14,HL2,NA,NA
18TL16003_084,23.1124590529291,Phosphate_0_50,44.27516,-63.32707,2016,3,25,HL2,NA,NA
18TL17002_043,33.8039225817996,Phosphate_0_50,44.26716,-63.32654,2017,3,30,HL2,NA,NA
18TL18023_001,27.3730094085487,Phosphate_0_50,44.27226,-63.32232,2018,7,14,HL2,NA,NA
18TL18023_099,15.6098732288462,Phosphate_0_50,44.26338,-63.32074,2018,7,28,HL2,NA,NA
18VA00666_2000666001,34.417,Phosphate_0_50,44.26667,-63.31667,2000,1,10,HL2,NA,NA
18VA00666_2000666002,40.17675,Phosphate_0_50,44.26667,-63.31667,2000,1,31,HL2,NA,NA
18VA00666_2000666004,23.2435,Phosphate_0_50,44.26667,-63.31667,2000,8,22,HL2,NA,NA
18VA00666_2000666005,22.449,Phosphate_0_50,44.26667,-63.31667,2000,9,12,HL2,NA,NA
18VA01666_2001666001,46.02725,Phosphate_0_50,44.26667,-63.31667,2001,1,5,HL2,NA,NA
18VA01666_2001666002,43.58675,Phosphate_0_50,44.26667,-63.31667,2001,1,20,HL2,NA,NA
18VA01666_2001666003,49.02675,Phosphate_0_50,44.26667,-63.31667,2001,3,30,HL2,NA,NA
18VA01666_2001666004,39.684,Phosphate_0_50,44.26667,-63.31667,2001,4,10,HL2,NA,NA
18VA01666_2001666005,44.076,Phosphate_0_50,44.26667,-63.31667,2001,8,15,HL2,North Sydney,0.8
18VA01666_2001666006,32.80725,Phosphate_0_50,44.26667,-63.31667,2001,8,30,HL2,NA,NA
18VA01666_2001666007,24.091,Phosphate_0_50,44.26667,-63.31667,2001,9,18,HL2,NA,NA
18VA01666_2001666008,44.3305,Phosphate_0_50,44.26667,-63.31667,2001,10,12,HL2,NA,NA
18VA01666_2001666009,42.993,Phosphate_0_50,44.26667,-63.31667,2001,11,23,HL2,NA,NA
18VA02666_2002666001,31.1645,Phosphate_0_50,44.26666,-63.31666,2002,1,11,HL2,NA,NA
18VA02666_2002666002,32.93375,Phosphate_0_50,44.26666,-63.31666,2002,3,13,HL2,NA,NA
18VA02666_2002666003,37.996,Phosphate_0_50,44.29226,-63.23839,2002,3,18,HL2,NA,NA
18VA02666_2002666004,25.4285,Phosphate_0_50,44.29666,-63.22833,2002,3,29,HL2,NA,NA
18VA02666_2002666005,27.3835,Phosphate_0_50,44.2685,-63.31666,2002,4,12,HL2,NA,NA
18VA02666_2002666006,24.699,Phosphate_0_50,44.29448,-63.23933,2002,4,18,HL2,NA,NA
18VA02666_2002666007,31.16725,Phosphate_0_50,44.26666,-63.31666,2002,5,22,HL2,NA,NA
18VA02666_2002666008,32.2755,Phosphate_0_50,44.26666,-63.31666,2002,6,5,HL2,NA,NA
18VA02666_2002666009,32.82325,Phosphate_0_50,44.26666,-63.31666,2002,8,13,HL2,NA,NA
18VA02666_2002666010,33.33275,Phosphate_0_50,44.26666,-63.31666,2002,8,28,HL2,NA,NA
18VA02666_2002666011,25.59475,Phosphate_0_50,44.26666,-63.31666,2002,11,21,HL2,NA,NA
18VA03666_2003666001,42.9555,Phosphate_0_50,44.26666,-63.31666,2003,1,15,HL2,NA,NA
18VA03666_2003666002,20.8395,Phosphate_0_50,44.24506,-63.2638,2003,8,13,HL2,NA,NA
18VA03666_2003666003,19.5525,Phosphate_0_50,44.26666,-63.31666,2003,9,3,HL2,NA,NA
18VA03666_2003666004,21.0855,Phosphate_0_50,44.26666,-63.31666,2003,9,16,HL2,NA,NA
18VA04666_2004666001,36.1015,Phosphate_0_50,44.26666,-63.31666,2004,1,13,HL2,NA,NA
18VA04666_2004666002,40.1725,Phosphate_0_50,44.26666,-63.31666,2004,2,10,HL2,NA,NA
18VA04666_2004666003,44.1335,Phosphate_0_50,44.26666,-63.31666,2004,3,19,HL2,NA,NA
18VA04666_2004666004,26.4155,Phosphate_0_50,44.26666,-63.31666,2004,5,28,HL2,NA,NA
18VA04666_2004666005,17.4815,Phosphate_0_50,44.26833,-63.31833,2004,8,18,HL2,NA,NA
18VA04666_2004666006,21.017,Phosphate_0_50,44.26666,-63.31666,2004,9,15,HL2,North Sydney,0.8
18VA04666_2004666006,21.017,Phosphate_0_50,44.26666,-63.31666,2004,9,15,HL2,Yarmouth,3
18VA04666_2004666007,25.92,Phosphate_0_50,44.26666,-63.31666,2004,11,23,HL2,NA,NA
18VA04666_2004666008,35.995,Phosphate_0_50,44.26666,-63.31666,2004,12,16,HL2,Halifax,1.1
18VA04666_2004666008,35.995,Phosphate_0_50,44.26666,-63.31666,2004,12,16,HL2,North Sydney,0.8
18VA04666_2004666008,35.995,Phosphate_0_50,44.26666,-63.31666,2004,12,16,HL2,Yarmouth,3
18VA05666_2005666001,27.6125,Phosphate_0_50,44.26833,-63.31666,2005,4,27,HL2,NA,NA
18VA05666_2005666002,23.446,Phosphate_0_50,44.27,-63.31999,2005,5,31,HL2,NA,NA
18VA05666_2005666003,24.7005,Phosphate_0_50,44.26666,-63.31666,2005,8,17,HL2,NA,NA
18VA05666_2005666004,23.7565,Phosphate_0_50,44.26666,-63.31666,2005,10,5,HL2,NA,NA
18VA06666_2006666001,35.609,Phosphate_0_50,44.26666,-63.31666,2006,1,25,HL2,NA,NA
18VA06666_2006666002,33.1945,Phosphate_0_50,44.26666,-63.31666,2006,3,31,HL2,NA,NA
18VA06666_2006666003,21.5485,Phosphate_0_50,44.26666,-63.31666,2006,4,12,HL2,NA,NA
18VA06666_2006666005,17.757,Phosphate_0_50,44.26666,-63.31666,2006,5,30,HL2,NA,NA
18VA06666_2006666006,24.6955,Phosphate_0_50,44.26666,-63.31666,2006,8,25,HL2,NA,NA
18VA06666_2006666007,33.942,Phosphate_0_50,44.26666,-63.31666,2006,12,13,HL2,NA,NA
18VA07666_2007666001,33.0625,Phosphate_0_50,44.26666,-63.31666,2007,1,15,HL2,NA,NA
18VA07666_2007666002,25.9645,Phosphate_0_50,44.25333,-63.31999,2007,5,7,HL2,NA,NA
18VA07666_2007666003,26.3015,Phosphate_0_50,44.26833,-63.31833,2007,6,20,HL2,NA,NA
18VA07666_2007666004,24.7905,Phosphate_0_50,44.26666,-63.31666,2007,8,29,HL2,NA,NA
18VA07666_2007666005,28.259,Phosphate_0_50,44.26666,-63.31666,2007,9,11,HL2,NA,NA
18VA07666_2007666006,26.403,Phosphate_0_50,44.26666,-63.31666,2007,11,6,HL2,NA,NA
18VA07666_2007666007,31.1375,Phosphate_0_50,44.26666,-63.31666,2007,12,11,HL2,NA,NA
18VA08666_2008666001,34.6125,Phosphate_0_50,44.26666,-63.31666,2008,1,4,HL2,NA,NA
18VA08666_2008666003,29.6585,Phosphate_0_50,44.26666,-63.31666,2008,6,19,HL2,NA,NA
18VA08666_2008666004,24.864,Phosphate_0_50,44.26816,-63.31666,2008,11,13,HL2,NA,NA
18VA09666_2009666001,38.994,Phosphate_0_50,44.27,-63.31999,2009,1,27,HL2,NA,NA
18VA09666_2009666002,37.74,Phosphate_0_50,44.26666,-63.31666,2009,3,17,HL2,NA,NA
18VA09666_2009666003,21.8805,Phosphate_0_50,44.26666,-63.31666,2009,6,4,HL2,NA,NA
18VA09666_2009666004,20.0965,Phosphate_0_50,44.26833,-63.31833,2009,6,16,HL2,NA,NA
18VA09666_2009666005,30.8405,Phosphate_0_50,44.26666,-63.31666,2009,8,25,HL2,NA,NA
18VA09666_2009666006,20.3315,Phosphate_0_50,44.26833,-63.31833,2009,11,9,HL2,NA,NA
18VA10666_2010666001,34.4045,Phosphate_0_50,44.26666,-63.31666,2010,1,6,HL2,NA,NA
18VA10666_2010666002,39.4345,Phosphate_0_50,44.26666,-63.31666,2010,2,16,HL2,NA,NA
18VA10666_2010666003,30.7485,Phosphate_0_50,44.26666,-63.31666,2010,5,11,HL2,NA,NA
18VA10666_2010666004,24.8425,Phosphate_0_50,44.26666,-63.31666,2010,6,23,HL2,NA,NA
18VA10666_2010666005,23.312,Phosphate_0_50,44.26666,-63.31666,2010,8,31,HL2,NA,NA
18VA10666_2010666006,27.6515,Phosphate_0_50,44.26666,-63.31666,2010,10,13,HL2,NA,NA
18VA10666_2010666007,27.616,Phosphate_0_50,44.26666,-63.31666,2010,11,22,HL2,NA,NA
18VA11666_2011666001,42.748,Phosphate_0_50,44.26833,-63.31833,2011,1,17,HL2,NA,NA
18VA11666_2011666002,36.961,Phosphate_0_50,44.26833,-63.73933,2011,3,31,HL2,NA,NA
18VA11666_2011666003,16.874,Phosphate_0_50,44.26666,-63.31666,2011,6,16,HL2,NA,NA
18VA11666_2011666004,28.943,Phosphate_0_50,44.26833,-63.31833,2011,8,31,HL2,NA,NA
18VA11666_2011666005,22.4635,Phosphate_0_50,44.26666,-63.31666,2011,11,7,HL2,NA,NA
18VA11666_2011666006,27.3955,Phosphate_0_50,43.26833,-63.31833,2011,11,22,HL2,NA,NA
18VA11666_2011666007,26.7175,Phosphate_0_50,44.26666,-63.31666,2011,12,6,HL2,NA,NA
18VA12666_2012666001,22.82925,Phosphate_0_50,44.26833,-63.31833,2012,1,23,HL2,NA,NA
18VA12666_2012666002,20.73125,Phosphate_0_50,44.26666,-63.31666,2012,3,29,HL2,NA,NA
18VA12666_2012666003,19.41,Phosphate_0_50,44.26833,-63.31999,2012,4,18,HL2,NA,NA
18VA12666_2012666004,21.2265,Phosphate_0_50,44.2675,-63.31945,2012,5,2,HL2,NA,NA
18VA12666_2012666005,16.411,Phosphate_0_50,44.26833,-63.31833,2012,5,15,HL2,NA,NA
18VA12666_2012666006,15.17475,Phosphate_0_50,44.26833,-63.31833,2012,6,18,HL2,NA,NA
18VA12666_2012666007,23.6805,Phosphate_0_50,44.26833,-63.31833,2012,8,21,HL2,NA,NA
18VA12666_2012666008,24.0475,Phosphate_0_50,44.26833,-63.31833,2012,11,19,HL2,NA,NA
18VA12666_2012666009,25.49575,Phosphate_0_50,44.2675,-63.31766,2012,12,13,HL2,NA,NA
18VA13666_001,31.59,Phosphate_0_50,44.2675,-63.3175,2013,1,9,HL2,NA,NA
18VA13666_002,34.42825,Phosphate_0_50,44.2668,-63.3175,2013,1,29,HL2,NA,NA
18VA13666_003,37.00425,Phosphate_0_50,44.268,-63.3192,2013,2,15,HL2,NA,NA
18VA13666_004,25.1885,Phosphate_0_50,44.2675,-63.3175,2013,5,21,HL2,NA,NA
18VA13666_005,31.6055,Phosphate_0_50,44.2675,-63.3175,2013,8,21,HL2,NA,NA
18VA13666_006,23.013,Phosphate_0_50,44.2675,-63.3175,2013,10,23,HL2,NA,NA
18VA13666_007,24.69625,Phosphate_0_50,44.2675,-63.3175,2013,11,22,HL2,NA,NA
18VA13666_008,30.338,Phosphate_0_50,44.2678,-63.3178,2013,12,5,HL2,NA,NA
18VA14666_001,NA,Phosphate_0_50,44.2675,-63.3175,2014,1,10,HL2,NA,NA
18VA14666_002,34.0849487814922,Phosphate_0_50,44.2675,-63.31816,2014,2,3,HL2,NA,NA
18VA14666_003,27.1828620698925,Phosphate_0_50,44.2675,-63.3175,2014,5,7,HL2,NA,NA
18VA14666_004,24.6312993869828,Phosphate_0_50,44.2675,-63.3175,2014,6,17,HL2,NA,NA
18VA14666_005,15.9437324826904,Phosphate_0_50,44.2675,-63.3175,2014,9,2,HL2,NA,NA
18VA14666_006,11.483998625363,Phosphate_0_50,44.2675,-63.3175,2014,11,6,HL2,NA,NA
18VA14666_007,33.7645875312826,Phosphate_0_50,44.2675,-63.3175,2014,12,5,HL2,NA,NA
18VA14666_008,28.4974346829971,Phosphate_0_50,44.2675,-63.3175,2014,12,16,HL2,Halifax,1.1
18VA14666_008,28.4974346829971,Phosphate_0_50,44.2675,-63.3175,2014,12,16,HL2,North Sydney,0.9
18VA14666_008,28.4974346829971,Phosphate_0_50,44.2675,-63.3175,2014,12,16,HL2,Yarmouth,3
18VA15666_001,39.5857536028685,Phosphate_0_50,44.2675,-63.3175,2015,1,30,HL2,NA,NA
18VA15666_002,39.4525169803516,Phosphate_0_50,44.2675,-63.3175,2015,2,18,HL2,NA,NA
18VA15666_003,27.8285632735756,Phosphate_0_50,44.2675,-63.3175,2015,4,13,HL2,NA,NA
18VA15666_004,21.5926948446197,Phosphate_0_50,44.2675,-63.3175,2015,5,19,HL2,NA,NA
18VA15666_005,20.8990119587629,Phosphate_0_50,44.2675,-63.3175,2015,6,5,HL2,NA,NA
18VA15666_006,19.2804332093518,Phosphate_0_50,44.2675,-63.3175,2015,9,10,HL2,NA,NA
18VA15666_007,11.4403667447657,Phosphate_0_50,44.2675,-63.3175,2015,10,28,HL2,NA,NA
18VA15666_008,23.2139805279831,Phosphate_0_50,44.2682,-63.325,2015,11,19,HL2,NA,NA
18VA15666_009,21.3611058150548,Phosphate_0_50,44.2672,-63.3182,2015,12,8,HL2,NA,NA
18VA15666_010,30.3848731818182,Phosphate_0_50,44.2675,-63.3175,2015,12,17,HL2,NA,NA
18VA16666_001,21.1857832321619,Phosphate_0_50,44.2675,-63.3175,2016,1,8,HL2,NA,NA
18VA16666_002,67.1087633188332,Phosphate_0_50,44.2675,-63.3175,2016,2,3,HL2,NA,NA
18VA16666_003,27.6772754847894,Phosphate_0_50,44.2675,-63.3175,2016,5,13,HL2,NA,NA
18VA16666_004,26.2426113610417,Phosphate_0_50,44.2675,-63.3175,2016,6,16,HL2,North Sydney,0.9
18VA16666_005,19.085923230198,Phosphate_0_50,44.2675,-63.3175,2016,11,3,HL2,NA,NA
18VA16666_006,19.1520758863636,Phosphate_0_50,44.2675,-63.3175,2016,11,25,HL2,NA,NA
18VA16666_007,27.1168105263158,Phosphate_0_50,44.2675,-63.3175,2016,12,20,HL2,NA,NA
18VA17666_001,34.2271287204724,Phosphate_0_50,44.2675,-63.3175,2017,1,16,HL2,Halifax,1.1
