section,station,latitude,longitude,year,month,day,event_id,sample_id,depth,standard_depth,chlorophyll,nitrate,phosphate,silicate
CSL,CSL5,47.43676,-59.544979999999995,2017,12,6,32EV17606_101,101_445106,200.66,250,NA,17.43,1.407,18.71
CSL,CSL5,47.4367,-59.545379999999994,2017,12,6,32EV17606_101,101_445105,249.37,250,NA,21.21,1.616,23.785
CSL,CSL5,47.4367,-59.545939999999995,2017,12,6,32EV17606_101,101_445104,302.09000000000003,250,NA,22.945,1.7085000000000001,26.955000000000002
CSL,CSL5,47.43662,-59.54674,2017,12,6,32EV17606_101,101_445103,467.88,500,NA,21.87,1.756,31.635
CSL,CSL6,47.58162,-59.322129999999994,2017,12,6,32EV17606_103,103_445129,2.8000000000000003,0,0.41641,1.865,0.465,2.4250000000000003
CSL,CSL6,47.58183,-59.32309,2017,12,6,32EV17606_103,103_445128,10.9,10,0.37204,1.92,0.466,2.4850000000000003
CSL,CSL6,47.582119999999996,-59.324079999999995,2017,12,6,32EV17606_103,103_445127,22.18,20,0.35839,1.875,0.4685,2.48
CSL,CSL6,47.582319999999996,-59.32512,2017,12,6,32EV17606_103,103_445126,30.47,30,0.33449,1.8250000000000002,0.461,2.38
CSL,CSL6,47.58258,-59.32604,2017,12,6,32EV17606_103,103_445125,40.38,40,0.21503,1.99,0.47500000000000003,2.44
CSL,CSL6,47.58278,-59.32689,2017,12,6,32EV17606_103,103_445124,49.28,50,0.17066,3.29,0.5835,3.31
CSL,CSL6,47.5828,-59.32756,2017,12,6,32EV17606_103,103_445123,61.120000000000005,60,0.17732,3.83,0.628,3.66
CSL,CSL6,47.58286,-59.328179999999996,2017,12,6,32EV17606_103,103_445122,82.05,80,0.037759999999999995,5.22,0.7455,4.535
CSL,CSL6,47.583079999999995,-59.32902,2017,12,6,32EV17606_103,103_445121,100.41,100,0.03448,5.965,0.7935,5.105
CSL,CSL6,47.5831,-59.33,2017,12,6,32EV17606_103,103_445120,150.43,100,NA,8.26,0.9285,7.175000000000001
CSL,CSL6,47.58352,-59.330909999999996,2017,12,6,32EV17606_103,103_445119,197.39000000000001,250,NA,11.8,1.101,11.505
CSL,CSL6,47.58312,-59.33148,2017,12,6,32EV17606_103,103_445118,238.08,250,NA,17.55,1.3645,16.785
CSL,CSL1,46.95778,-60.21626,2018,4,20,18HU18004_146,146_446481,4.03,0,3.53801,0,0.307,0.135
CSL,CSL1,46.957879999999996,-60.21619,2018,4,20,18HU18004_146,146_446480,10.21,10,3.5822399999999996,0,0.318,0.10500000000000001
CSL,CSL1,46.95784,-60.21613,2018,4,20,18HU18004_146,146_446476,20.37,20,5.43969,0.24,0.381,0.13
CSL,CSL1,46.95778,-60.21592,2018,4,20,18HU18004_146,146_446475,30.900000000000002,30,3.7149099999999997,1.925,0.5355,1.23
CSL,CSL1,46.9578,-60.215619999999994,2018,4,20,18HU18004_146,146_446472,40.81,40,3.44956,2.6550000000000002,0.5940000000000001,2.09
CSL,CSL1,46.95776,-60.215559999999996,2018,4,20,18HU18004_146,146_446471,50.53,50,2.91885,3.515,0.6485000000000001,3.02
CSL,CSL1,46.95762,-60.215900000000005,2018,4,20,18HU18004_146,146_446467,60.95,60,2.91885,3.66,0.6725,3.2950000000000004
CSL,CSL1,46.95786,-60.21612,2018,4,20,18HU18004_146,146_446466,74.55,80,2.16703,6.5600000000000005,0.8420000000000001,7.21
CSL,CSL2,47.02224,-60.11103,2018,4,20,18HU18004_149,149_446496,3.39,0,4.42251,0.14,0.3735,0.71
CSL,CSL2,47.0223,-60.11168,2018,4,20,18HU18004_149,149_446495,9.98,10,4.59941,0.335,0.39,1.105
CSL,CSL2,47.022479999999995,-60.112359999999995,2018,4,20,18HU18004_149,149_446494,20.41,20,5.17434,1.24,0.455,1.9100000000000001
CSL,CSL2,47.022859999999994,-60.112579999999994,2018,4,20,18HU18004_149,149_446493,31,30,5.66081,1.0550000000000002,0.4555,0.73
CSL,CSL2,47.022859999999994,-60.113029999999995,2018,4,20,18HU18004_149,149_446492,39.56,40,5.35124,0.8,0.4515,0.18
CSL,CSL2,47.0227,-60.11344,2018,4,20,18HU18004_149,149_446491,51.76,50,6.14729,0.79,0.456,0.135
CSL,CSL2,47.02242,-60.11356,2018,4,20,18HU18004_149,149_446490,60.4,60,5.793489999999999,1.16,0.4965,0.28
CSL,CSL2,47.02231,-60.1141,2018,4,20,18HU18004_149,149_446489,81.52,80,2.2690099999999997,6.2700000000000005,0.8325,5.88
CSL,CSL2,47.022279999999995,-60.114819999999995,2018,4,20,18HU18004_149,149_446488,101.13,100,0.43051999999999996,10.9,1.061,12.275
CSL,CSL2,47.0221,-60.11524,2018,4,20,18HU18004_149,149_446487,151,100,NA,15.005,1.2925,17.78
CSL,CSL2,47.022439999999996,-60.11508,2018,4,20,18HU18004_149,149_446486,172.62,100,NA,19.015,1.3555000000000001,24.465
CSL,CSL3,47.09918,-59.98945,2018,4,20,18HU18004_151,151_446510,2.29,0,3.62646,0.14,0.3255,0.58
CSL,CSL3,47.0992,-59.98976,2018,4,20,18HU18004_151,151_446509,9.93,10,4.28984,0.2,0.35000000000000003,0.745
CSL,CSL3,47.09908,-59.98988,2018,4,20,18HU18004_151,151_446508,19.14,20,4.28984,0.605,0.41000000000000003,0.9650000000000001
CSL,CSL3,47.098859999999995,-59.9898,2018,4,20,18HU18004_151,151_446507,29.19,30,4.02449,2.22,0.522,2.07
CSL,CSL3,47.09876,-59.989779999999996,2018,4,20,18HU18004_151,151_446506,39.79,40,2.87463,1.93,0.5880000000000001,1.365
CSL,CSL3,47.0987,-59.98988,2018,4,20,18HU18004_151,151_446505,50.56,50,2.91885,2.845,0.618,2.115
CSL,CSL3,47.09876,-59.98966,2018,4,20,18HU18004_151,151_446504,60.870000000000005,60,2.25169,4.96,0.7475,4.68
CSL,CSL3,47.098639999999996,-59.989439999999995,2018,4,20,18HU18004_151,151_446503,79.78,80,1.76671,6.3950000000000005,0.8510000000000001,6.6850000000000005
CSL,CSL3,47.09854,-59.98958,2018,4,20,18HU18004_151,151_446502,100.99000000000001,100,0.9526399999999999,9.76,1.0330000000000001,11.58
CSL,CSL3,47.09858,-59.990159999999996,2018,4,20,18HU18004_151,151_446501,149.21,100,NA,16.655,1.399,20.705000000000002
CSL,CSL3,47.09856,-59.99012,2018,4,20,18HU18004_151,151_446500,200.38,250,NA,21.52,1.6480000000000001,27.71
CSL,CSL3,47.098659999999995,-59.989839999999994,2018,4,20,18HU18004_151,151_446499,250.72,250,NA,24.36,1.8310000000000002,33.56
CSL,CSL3,47.09867,-59.990500000000004,2018,4,20,18HU18004_151,151_446498,321.07,250,NA,23.875,1.7670000000000001,32.230000000000004
CSL,CSL4,47.27008,-59.76882,2018,4,21,18HU18004_153,153_446531,2.7800000000000002,0,4.51096,3.075,0.597,3.98
CSL,CSL4,47.2701,-59.76898,2018,4,21,18HU18004_153,153_446530,8.73,10,4.02449,3.045,0.595,3.955
CSL,CSL4,47.270039999999995,-59.769439999999996,2018,4,21,18HU18004_153,153_446527,19.48,20,3.84759,3.0050000000000003,0.6285000000000001,3.95
CSL,CSL4,47.270039999999995,-59.769839999999995,2018,4,21,18HU18004_153,153_446526,29.87,30,5.17434,2.775,0.5755,2.66
CSL,CSL4,47.26999,-59.77026,2018,4,21,18HU18004_153,153_446525,41.46,40,3.4937899999999997,3.96,0.6955,4
CSL,CSL4,47.27012,-59.77023,2018,4,21,18HU18004_153,153_446524,51.31,50,2.7419499999999997,4.2250000000000005,0.6865,4.48
CSL,CSL4,47.27006,-59.77064,2018,4,21,18HU18004_153,153_446521,59.85,60,2.6535,4.22,0.7125,4.375
CSL,CSL4,47.27,-59.77091,2018,4,21,18HU18004_153,153_446520,80.36,80,0.918,6.73,0.8300000000000001,8.01
CSL,CSL4,47.27005,-59.771159999999995,2018,4,21,18HU18004_153,153_446519,99.27,100,0.24217,8.96,0.936,10.245000000000001
CSL,CSL4,47.270309999999995,-59.771179999999994,2018,4,21,18HU18004_153,153_446518,148.89000000000001,100,NA,9.8,0.9905,9.855
CSL,CSL4,47.27059,-59.77126,2018,4,21,18HU18004_153,153_446517,200.09,250,NA,18.385,1.4495,21.585
CSL,CSL4,47.27071,-59.771719999999995,2018,4,21,18HU18004_153,153_446516,251.29,250,NA,21.580000000000002,1.568,24.42
CSL,CSL4,47.27036,-59.77288,2018,4,21,18HU18004_153,153_446513,299.23,250,NA,23.935000000000002,1.746,31.36
CSL,CSL4,47.27064,-59.77334,2018,4,21,18HU18004_153,153_446512,458.31,500,NA,22.405,1.667,29.775000000000002
CSL,CSL5,47.43336,-59.5572,2018,4,21,18HU18004_155,155_446548,2.12,0,4.42251,3.8000000000000003,0.6655,4.6000000000000005
CSL,CSL5,47.43342,-59.55714,2018,4,21,18HU18004_155,155_446547,9.120000000000001,10,4.68786,3.54,0.626,4.28
CSL,CSL5,47.433519999999994,-59.557179999999995,2018,4,21,18HU18004_155,155_446546,20.18,20,4.33406,3.61,0.6970000000000001,4.295
CSL,CSL5,47.433839999999996,-59.55703,2018,4,21,18HU18004_155,155_446545,31.02,30,3.31689,4.6850000000000005,0.6955,5.535
CSL,CSL5,47.4337,-59.55724,2018,4,21,18HU18004_155,155_446544,39.97,40,4.9532099999999994,4.275,0.6905,4.675
CSL,CSL5,47.4335,-59.55752,2018,4,21,18HU18004_155,155_446543,49.44,50,3.5822399999999996,4.11,0.6705,4.39
CSL,CSL5,47.43346,-59.55748,2018,4,21,18HU18004_155,155_446542,60.15,60,3.22844,3.5100000000000002,0.644,3.42
CSL,CSL5,47.433519999999994,-59.5572,2018,4,21,18HU18004_155,155_446541,80.32000000000001,80,3.44956,4.05,0.6735,4.465
CSL,CSL5,47.433600000000006,-59.557100000000005,2018,4,21,18HU18004_155,155_446540,98.97,100,0.47536999999999996,6.9750000000000005,0.8475,7.6450000000000005
CSL,CSL5,47.43378,-59.55688,2018,4,21,18HU18004_155,155_446539,149.28,100,NA,13.15,1.2005000000000001,14.975000000000001
CSL,CSL5,47.433800000000005,-59.55672,2018,4,21,18HU18004_155,155_446538,200.64000000000001,250,NA,20.25,1.5825,25.93
CSL,CSL5,47.43364,-59.55665,2018,4,21,18HU18004_155,155_446537,248.68,250,NA,22.36,1.6655,28.23
CSL,CSL5,47.43336,-59.556779999999996,2018,4,21,18HU18004_155,155_446536,301.46,250,NA,23.63,1.6245,24.07
CSL,CSL5,47.43317,-59.55694,2018,4,21,18HU18004_155,155_446535,465.58,500,NA,21.85,1.5825,25.985000000000003
CSL,CSL6,47.58336,-59.341379999999994,2018,4,21,18HU18004_157,157_446561,2.75,0,6.19152,2.005,0.5495,1.87
CSL,CSL6,47.583259999999996,-59.34144,2018,4,21,18HU18004_157,157_446560,10.22,10,6.10307,1.8350000000000002,0.5385,1.74
CSL,CSL6,47.583200000000005,-59.341379999999994,2018,4,21,18HU18004_157,157_446559,20.05,20,6.10307,1.75,0.55,1.68
CSL,CSL6,47.583239999999996,-59.341179999999994,2018,4,21,18HU18004_157,157_446558,29.85,30,6.4568699999999994,1.7950000000000002,0.5355,1.72
CSL,CSL6,47.583079999999995,-59.341159999999995,2018,4,21,18HU18004_157,157_446557,39.75,40,4.77631,3.145,0.624,2.825
CSL,CSL6,47.58294,-59.341,2018,4,21,18HU18004_157,157_446556,49.77,50,4.11294,3.5500000000000003,0.652,3.1750000000000003
CSL,CSL6,47.5831,-59.34088,2018,4,21,18HU18004_157,157_446555,60.59,60,4.33406,3.5500000000000003,0.664,3.09
CSL,CSL6,47.583079999999995,-59.341,2018,4,21,18HU18004_157,157_446554,80.38,80,3.08309,4.46,0.7140000000000001,4.07
CSL,CSL6,47.58302,-59.34112,2018,4,21,18HU18004_157,157_446553,99.10000000000001,100,0.81407,6.26,0.812,6.140000000000001
CSL,CSL6,47.58302,-59.34092,2018,4,21,18HU18004_157,157_446552,149.77,100,NA,10.21,1.0225,9.94
CSL,CSL6,47.58284,-59.34112,2018,4,21,18HU18004_157,157_446551,199.18,250,NA,14.21,1.2035,13.31
CSL,CSL6,47.58276,-59.34119,2018,4,21,18HU18004_157,157_446550,255.92000000000002,250,NA,16.56,1.2985,15.23
CSL,CSL1,46.95823,-60.2167,2018,9,30,18HU18030_205,205_449778,3.15,0,2.54614,0,0.1165,0
CSL,CSL1,46.9581,-60.21686,2018,9,30,18HU18030_205,205_449777,10.370000000000001,10,1.9572399999999999,0.10500000000000001,0.17200000000000001,0.09
CSL,CSL1,46.95804,-60.21678,2018,9,30,18HU18030_205,205_449774,19.91,20,1.48958,0.275,0.228,0.635
CSL,CSL1,46.958059999999996,-60.2167,2018,9,30,18HU18030_205,205_449773,30.16,30,0.56955,0.92,0.35850000000000004,2.1350000000000002
CSL,CSL1,46.95822,-60.2167,2018,9,30,18HU18030_205,205_449770,40.31,40,0.29150000000000004,2.65,0.624,5.015000000000001
CSL,CSL1,46.95832,-60.21668,2018,9,30,18HU18030_205,205_449769,49.54,50,0.20934,3.6750000000000003,0.748,6.575
CSL,CSL1,46.958439999999996,-60.21666,2018,9,30,18HU18030_205,205_449766,60.82,60,0.1075,5.24,0.8240000000000001,7.385000000000001
CSL,CSL1,46.958400000000005,-60.216559999999994,2018,9,30,18HU18030_205,205_449765,70.32000000000001,80,0.08109,6.985,0.8190000000000001,6.46
CSL,CSL2,47.0231,-60.116600000000005,2018,9,30,18HU18030_203,203_449764,2.49,0,1.9745599999999999,0,0.1495,0
CSL,CSL2,47.023179999999996,-60.116479999999996,2018,9,30,18HU18030_203,203_449763,10.5,10,1.54154,0.1,0.182,0.455
CSL,CSL2,47.02324,-60.11646,2018,9,30,18HU18030_203,203_449762,20.06,20,0.53816,0.55,0.315,1.41
CSL,CSL2,47.02326,-60.11644,2018,9,30,18HU18030_203,203_449761,30.47,30,0.27355999999999997,1.345,0.47050000000000003,2.56
CSL,CSL2,47.02324,-60.11656,2018,9,30,18HU18030_203,203_449760,40.79,40,0.18105,3.165,0.7305,5.51
CSL,CSL2,47.02324,-60.11654,2018,9,30,18HU18030_203,203_449759,50.69,50,0.07921,6.0200000000000005,0.795,6.5600000000000005
CSL,CSL2,47.0233,-60.11646,2018,9,30,18HU18030_203,203_449758,60.15,60,0.07354999999999999,6.865,0.809,6.48
CSL,CSL2,47.02336,-60.11618,2018,9,30,18HU18030_203,203_449757,80.5,80,NA,0,0.136,0
CSL,CSL2,47.0234,-60.11622,2018,9,30,18HU18030_203,203_449756,100.38,100,0.0264,9.285,0.935,8.2
CSL,CSL2,47.0233,-60.11654,2018,9,30,18HU18030_203,203_449755,150.24,100,NA,16.945,1.3405,18.29
CSL,CSL2,47.023179999999996,-60.11658,2018,9,30,18HU18030_203,203_449754,176.36,250,NA,18.795,1.439,21.565
CSL,CSL3,47.10094,-59.982679999999995,2018,9,30,18HU18030_201,201_449753,2.67,0,0.81407,0,0.14200000000000002,0
CSL,CSL3,47.101119999999995,-59.98287,2018,9,30,18HU18030_201,201_449752,10.25,10,0.83139,0,0.153,0
CSL,CSL3,47.1013,-59.983000000000004,2018,9,30,18HU18030_201,201_449751,19.64,20,0.44398,0.16,0.1985,0.215
CSL,CSL3,47.101459999999996,-59.98298,2018,9,30,18HU18030_201,201_449750,29.55,30,0.44845999999999997,2.245,0.506,2.06
CSL,CSL3,47.1015,-59.982789999999994,2018,9,30,18HU18030_201,201_449749,40.050000000000004,40,0.30046999999999996,3.3000000000000003,0.5890000000000001,2.62
CSL,CSL3,47.10162,-59.9829,2018,9,30,18HU18030_201,201_449748,49.78,50,0.16973,4.905,0.6755,3.375
CSL,CSL3,47.10174,-59.983109999999996,2018,9,30,18HU18030_201,201_449747,60.17,60,0.08675,5.64,0.728,3.6550000000000002
CSL,CSL3,47.101859999999995,-59.98328,2018,9,30,18HU18030_201,201_449746,79.14,80,0.03771,8.98,0.917,8.755
CSL,CSL3,47.10192,-59.9834,2018,9,30,18HU18030_201,201_449745,99.75,100,0.03583,9.47,0.928,8.75
CSL,CSL3,47.10226,-59.98318,2018,9,30,18HU18030_201,201_449743,200.12,250,NA,22.27,1.5190000000000001,22.81
CSL,CSL3,47.10232,-59.98312,2018,9,30,18HU18030_201,201_449742,250.26000000000002,250,NA,24.13,1.601,31.09
CSL,CSL3,47.1024,-59.983889999999995,2018,9,30,18HU18030_201,201_449741,335.59000000000003,250,NA,25.01,1.7035,32.405
CSL,CSL4,47.27176,-59.78176,2018,9,30,18HU18030_199,199_449737,3,0,0.5247,0,0.17900000000000002,0.455
CSL,CSL4,47.271879999999996,-59.781679999999994,2018,9,30,18HU18030_199,199_449736,9.98,10,0.56058,0,0.17750000000000002,0.45
CSL,CSL4,47.271879999999996,-59.78154,2018,9,30,18HU18030_199,199_449733,21,20,0.918,0.07,0.24050000000000002,0.44
CSL,CSL4,47.27174,-59.781400000000005,2018,9,30,18HU18030_199,199_449732,30.28,30,0.84871,0.48,0.41200000000000003,0.9400000000000001
CSL,CSL4,47.27182,-59.78142,2018,9,30,18HU18030_199,199_449731,40.24,40,0.29597999999999997,1.885,0.504,1.2550000000000001
CSL,CSL4,47.2718,-59.781400000000005,2018,9,30,18HU18030_199,199_449730,49.35,50,0.20745,3.34,0.595,2.145
CSL,CSL4,47.27182,-59.7815,2018,9,30,18HU18030_199,199_449727,60.34,60,0.07354999999999999,6.44,0.773,5.125
CSL,CSL4,47.27178,-59.78176,2018,9,30,18HU18030_199,199_449726,80.96000000000001,80,0.02829,9.005,0.9275,7.085
CSL,CSL4,47.2718,-59.781879999999994,2018,9,30,18HU18030_199,199_449725,100.42,100,0.01508,11.16,1.028,10.08
CSL,CSL4,47.27194,-59.781859999999995,2018,9,30,18HU18030_199,199_449724,151.09,100,NA,15.475000000000001,1.216,14.94
CSL,CSL4,47.27212,-59.781600000000005,2018,9,30,18HU18030_199,199_449723,201,250,NA,21.215,1.624,22.865000000000002
CSL,CSL4,47.27216,-59.78174,2018,9,30,18HU18030_199,199_449722,249.77,250,NA,24.79,1.7910000000000001,27.240000000000002
CSL,CSL4,47.27194,-59.781800000000004,2018,9,30,18HU18030_199,199_449719,299.42,250,NA,24.905,1.6620000000000001,27.29
CSL,CSL4,47.27194,-59.781819999999996,2018,9,30,18HU18030_199,199_449718,461.14,500,NA,23.71,1.6840000000000002,32.96
CSL,CSL5,47.4335,-59.559000000000005,2018,9,30,18HU18030_197,197_449717,2.5100000000000002,0,0.36773999999999996,0,0.168,0
CSL,CSL5,47.433600000000006,-59.55898,2018,9,30,18HU18030_197,197_449716,10.01,10,0.37671,0,0.17450000000000002,0
CSL,CSL5,47.433679999999995,-59.55898,2018,9,30,18HU18030_197,197_449715,19.900000000000002,20,0.37671,0,0.225,0
CSL,CSL5,47.43376,-59.558679999999995,2018,9,30,18HU18030_197,197_449714,30.57,30,0.61888,0.31,0.35900000000000004,0.55
CSL,CSL5,47.43372,-59.5583,2018,9,30,18HU18030_197,197_449713,40.18,40,0.62337,1.075,0.4505,1.23
CSL,CSL5,47.433800000000005,-59.55808,2018,9,30,18HU18030_197,197_449712,50.160000000000004,50,0.23320000000000002,2.9450000000000003,0.624,1.85
CSL,CSL5,47.434000000000005,-59.55818,2018,9,30,18HU18030_197,197_449711,60.15,60,0.11692,4.075,0.6565000000000001,2.25
CSL,CSL5,47.434259999999995,-59.5581,2018,9,30,18HU18030_197,197_449710,79.26,80,0.05092,5.65,0.7515000000000001,3.29
CSL,CSL5,47.43427,-59.557689999999994,2018,9,30,18HU18030_197,197_449709,100.79,100,0.01885,7.2250000000000005,0.799,4.955
CSL,CSL5,47.434419999999996,-59.557500000000005,2018,9,30,18HU18030_197,197_449708,149.98,100,NA,13.715,1.16,12.450000000000001
CSL,CSL5,47.43443,-59.55728,2018,9,30,18HU18030_197,197_449707,200.8,250,NA,19.96,1.443,20.95
CSL,CSL5,47.43448,-59.55726,2018,9,30,18HU18030_197,197_449706,251.86,250,NA,22.725,1.5230000000000001,22.695
CSL,CSL5,47.43434,-59.5572,2018,9,30,18HU18030_197,197_449705,300.46,250,NA,24.560000000000002,1.637,26.185000000000002
CSL,CSL5,47.433679999999995,-59.55808,2018,9,30,18HU18030_197,197_449704,467.97,500,NA,23.38,1.627,31.735000000000003
CSL,CSL6,47.58318,-59.341739999999994,2018,9,30,18HU18030_195,195_449701,2.19,0,0.918,0.22,0.221,0.9
CSL,CSL6,47.58318,-59.341559999999994,2018,9,30,18HU18030_195,195_449700,9.38,10,0.84871,0.315,0.24300000000000002,0.68
CSL,CSL6,47.58312,-59.341559999999994,2018,9,30,18HU18030_195,195_449697,20.51,20,0.50228,1.05,0.318,0.905
CSL,CSL6,47.583079999999995,-59.3415,2018,9,30,18HU18030_195,195_449696,30.94,30,0.28701,3.105,0.559,2.14
CSL,CSL6,47.58322,-59.34144,2018,9,30,18HU18030_195,195_449695,39.75,40,0.19236999999999999,3.7,0.603,2.245
CSL,CSL6,47.583239999999996,-59.341559999999994,2018,9,30,18HU18030_195,195_449694,50.1,50,0.13767,4.1450000000000005,0.6215,2.59
CSL,CSL6,47.583279999999995,-59.34184,2018,9,30,18HU18030_195,195_449691,61.78,60,0.10184,4.86,0.6635,3.21
CSL,CSL6,47.583279999999995,-59.341739999999994,2018,9,30,18HU18030_195,195_449690,79.98,80,0.04715,5.665,0.7120000000000001,3.79
CSL,CSL6,47.5833,-59.34204,2018,9,30,18HU18030_195,195_449688,150.52,100,NA,11.805,1.0415,10.46
CSL,CSL6,47.58316,-59.341800000000006,2018,9,30,18HU18030_195,195_449685,200.4,250,NA,20.64,1.3900000000000001,20.165000000000003
CSL,CSL6,47.583200000000005,-59.341879999999996,2018,9,30,18HU18030_195,195_449684,256.41,250,NA,22.125,1.454,21.72
CSL,CSL1,46.9579,-60.2167,2019,4,23,18OL19001_133,133_473831,2.42,0,4.73752,0.04,0.35100000000000003,0.32
CSL,CSL1,46.95813,-60.2169,2019,4,23,18OL19001_133,133_473830,9.94,10,5.76547,0.08,0.36250000000000004,0.33
CSL,CSL1,46.95818,-60.21676,2019,4,23,18OL19001_133,133_473827,19.94,20,6.43804,0.47000000000000003,0.437,0.59
CSL,CSL1,46.95814,-60.21639,2019,4,23,18OL19001_133,133_473826,29.91,30,5.05038,1.16,0.48850000000000005,0.895
CSL,CSL1,46.9583,-60.216300000000004,2019,4,23,18OL19001_133,133_473823,39.92,40,5.2738499999999995,2.54,0.6075,2.085
CSL,CSL1,46.958439999999996,-60.216449999999995,2019,4,23,18OL19001_133,133_473822,50.31,50,3.5307899999999997,3.5100000000000002,0.67,3.4050000000000002
CSL,CSL1,46.95858,-60.2164,2019,4,23,18OL19001_133,133_473819,59.53,60,2.6816199999999997,4.915,0.775,4.955
CSL,CSL1,46.958619999999996,-60.2162,2019,4,23,18OL19001_133,133_473818,73.96000000000001,80,2.1452899999999997,6.175000000000001,0.8480000000000001,6.505
CSL,CSL2,47.0176,-60.11734,2019,4,23,18OL19001_135,135_473844,2.5500000000000003,0,7.51105,0.26,0.3995,0.8200000000000001
CSL,CSL2,47.017779999999995,-60.117279999999994,2019,4,23,18OL19001_135,135_473843,10.38,10,7.2428,1.345,0.4975,1.2650000000000001
CSL,CSL2,47.017759999999996,-60.11696,2019,4,23,18OL19001_135,135_473842,20.39,20,5.542009999999999,1.615,0.516,1.19
CSL,CSL2,47.01788,-60.11676,2019,4,23,18OL19001_135,135_473841,29.78,30,4.73752,1.81,0.533,1.3800000000000001
CSL,CSL2,47.01806,-60.11654,2019,4,23,18OL19001_135,135_473840,39.88,40,4.64813,2.365,0.5795,2.2
CSL,CSL2,47.01822,-60.11638,2019,4,23,18OL19001_135,135_473839,50.31,50,5.676089999999999,2.64,0.6325000000000001,2.38
CSL,CSL2,47.01838,-60.116139999999994,2019,4,23,18OL19001_135,135_473838,59.96,60,3.08386,3.62,0.6945,3.64
CSL,CSL2,47.018679999999996,-60.115919999999996,2019,4,23,18OL19001_135,135_473837,79.89,80,0.53875,5.955,0.8320000000000001,6.305000000000001
CSL,CSL2,47.01898,-60.11562,2019,4,23,18OL19001_135,135_473836,100.65,100,0.32416,9.05,0.9790000000000001,9.51
CSL,CSL2,47.0195,-60.11523,2019,4,23,18OL19001_135,135_473835,149.28,100,NA,18.56,1.467,20.425
CSL,CSL2,47.01986,-60.11488,2019,4,23,18OL19001_135,135_473834,176.61,250,NA,19.22,1.5050000000000001,21.51
CSL,CSL3,47.09912,-59.989419999999996,2019,4,23,18OL19001_137,137_473857,2.89,0,6.65935,0.18,0.3955,0.8350000000000001
CSL,CSL3,47.09914,-59.98934,2019,4,23,18OL19001_137,137_473856,10.13,10,6.84042,1.605,0.53,1.74
CSL,CSL3,47.09912,-59.989419999999996,2019,4,23,18OL19001_137,137_473855,20.11,20,5.22915,2.625,0.6725,2.5
CSL,CSL3,47.099039999999995,-59.98967,2019,4,23,18OL19001_137,137_473854,30.19,30,1.5182799999999999,3.5100000000000002,0.7295,3.52
CSL,CSL3,47.09896,-59.99004,2019,4,23,18OL19001_137,137_473853,40.06,40,0.48852999999999996,4.8,0.777,5.2250000000000005
CSL,CSL3,47.099000000000004,-59.990309999999994,2019,4,23,18OL19001_137,137_473852,50.2,50,0.50679,5.17,0.785,5.7700000000000005
CSL,CSL3,47.099059999999994,-59.99026,2019,4,23,18OL19001_137,137_473851,59.95,60,0.49766,5.32,0.7935,5.915
CSL,CSL3,47.09912,-59.990339999999996,2019,4,23,18OL19001_137,137_473850,80.21000000000001,80,0.37895,7.2250000000000005,0.883,7.785
CSL,CSL3,47.09918,-59.9904,2019,4,23,18OL19001_137,137_473849,100.21000000000001,100,0.21458,11.165000000000001,1.0855000000000001,11.5
CSL,CSL3,47.09928,-59.99052,2019,4,23,18OL19001_137,137_473848,150.79,100,NA,16.76,1.341,16.785
CSL,CSL3,47.09944,-59.99044,2019,4,23,18OL19001_137,137_473847,200.07,250,NA,19.17,1.4535,19.625
CSL,CSL3,47.09956,-59.99044,2019,4,23,18OL19001_137,137_473846,250.14000000000001,250,NA,21.195,1.5750000000000002,23.18
CSL,CSL3,47.09972,-59.990539999999996,2019,4,23,18OL19001_137,137_473845,324.66,250,NA,19.815,1.4945000000000002,21.31
CSL,CSL4,47.26614,-59.780139999999996,2019,4,23,18OL19001_139,139_473877,2.67,0,7.64518,0.015000000000000001,0.35650000000000004,0.2
CSL,CSL4,47.266439999999996,-59.77982,2019,4,23,18OL19001_139,139_473876,9.99,10,8.98644,0.15,0.397,0.265
CSL,CSL4,47.26668,-59.779779999999995,2019,4,23,18OL19001_139,139_473873,19.93,20,7.7793,0.885,0.512,0.59
CSL,CSL4,47.26694,-59.78024,2019,4,23,18OL19001_139,139_473872,30.25,30,2.59223,2.17,0.628,1.75
CSL,CSL4,47.26708,-59.78071,2019,4,23,18OL19001_139,139_473871,39.77,40,0.9437899999999999,4.3,0.758,4.38
CSL,CSL4,47.26724,-59.78142,2019,4,23,18OL19001_139,139_473870,49.980000000000004,50,0.31503,5.97,0.8175,6.535
CSL,CSL4,47.26742,-59.782219999999995,2019,4,23,18OL19001_139,139_473867,60.71,60,0.67707,4.885000000000001,0.7715000000000001,5.3500000000000005
CSL,CSL4,47.26764,-59.782109999999996,2019,4,23,18OL19001_139,139_473866,79.85000000000001,80,0.24198,3.63,0.6960000000000001,3.435
CSL,CSL4,47.267900000000004,-59.782019999999996,2019,4,23,18OL19001_139,139_473865,99.95,100,0.17806,9.51,0.9885,9.46
CSL,CSL4,47.26818,-59.7821,2019,4,23,18OL19001_139,139_473864,149.88,100,NA,15.445,1.2725,15.4
CSL,CSL4,47.26848,-59.7819,2019,4,23,18OL19001_139,139_473863,200.31,250,NA,19.54,1.4535,19.385
CSL,CSL4,47.26892,-59.78194,2019,4,23,18OL19001_139,139_473862,250.22,250,NA,22.92,1.6760000000000002,26.07
