year,month,day,station_name,integrated_chlorophyll_0_100,integrated_nitrate_0_50,integrated_nitrate_50_150,sea_surface_height
2016,5,24,HL2,15.992542518363,34.386729,1051.803446,NA
2016,6,16,HL2,23.995884778773,53.5556076470833,950.902015652917,NA
2016,6,28,HL2,40.9335874640251,32.2725017125984,915.368898287402,NA
2016,6,28,HL2,40.9335874640251,32.2725017125984,839.748721751961,NA
2016,6,28,HL2,40.9335874640251,27.5942679234294,915.368898287402,NA
2016,6,28,HL2,40.9335874640251,27.5942679234294,839.748721751961,NA
2016,6,28,HL2,31.9469652421915,32.2725017125984,915.368898287402,NA
2016,6,28,HL2,31.9469652421915,32.2725017125984,839.748721751961,NA
2016,6,28,HL2,31.9469652421915,27.5942679234294,915.368898287402,NA
2016,6,28,HL2,31.9469652421915,27.5942679234294,839.748721751961,NA
2016,7,16,HL2,58.449369416596,45.723369140625,948.050222697226,NA
2016,8,3,HL2,28.3479795829736,125.5500987946,915.072944297325,NA
2016,8,15,HL2,31.4292226506896,58.7368787055838,966.189817647,NA
2016,9,16,HL2,26.1328965164331,71.9600208104016,1088.5468886896,NA
2016,10,6,HL2,22.4103608317433,19.8697364349776,1020.22581356502,NA
2016,11,3,HL2,43.1314457158604,67.7904258663366,889.132324133663,NA
2016,11,25,HL2,59.6958095776861,40.4579786363636,763.952246363637,NA
2016,12,20,HL2,21.6944656549686,134.243438157895,791.587586842105,NA
2017,1,16,HL2,18.4541425733227,218.598299950787,883.046575049213,NA
2017,1,31,HL2,20.8654433406817,216.711518121442,822.158106878558,NA
2017,3,2,HL2,23.1992455627157,271.697805022831,756.148358495687,NA
2017,3,8,HL2,26.1721711089628,245.822401594203,577.297864720634,NA
2017,3,30,HL2,345.876667745338,237.825151124744,571.356583898462,NA
2017,4,10,HL2,356.795610160624,86.1638743243243,589.388150675676,NA
2017,4,23,HL2,58.5915519141956,28.9745168831169,469.795560500338,NA
2017,5,3,HL2,17.6221518795694,46.4443636935764,536.790511306424,NA
2017,5,23,HL2,20.6235905483665,76.3455684738956,600.156106526104,NA
2017,6,8,HL2,24.6182977763636,43.4825358108108,582.619189189189,NA
2017,6,28,HL2,20.8308059358007,59.657784375,920.303420182276,NA
2017,7,19,HL2,50.2149904230712,66.1245330446673,858.503668946353,NA
2017,7,29,HL2,33.9592990256334,27.106079199683,972.420975715075,NA
2017,8,29,HL2,49.1888733560856,99.0816127073171,957.264812292683,NA
2017,10,3,HL2,23.6028387845155,18.8140918467583,860.692233153242,NA
2017,11,25,HL2,35.223994903507,130.48828785793,1005.54893065077,NA
2017,12,16,HL2,21.8847925077697,87.6705630321665,1061.64136196783,NA
2018,2,7,HL2,16.9346673477718,277.218102352298,846.643122647702,NA
2018,2,23,HL2,30.4425657543227,247.518172532083,949.218427467917,NA
2018,3,20,HL2,136.875571009622,112.994359310345,587.694590689655,NA
2018,4,3,HL2,299.621304249138,30.2399971153846,490.965152884615,NA
2018,4,13,HL2,394.556913,6.82616994301994,928.31848005698,NA
2018,5,1,HL2,10.2619324354057,32.666009228972,656.405990771028,NA
2018,5,18,HL2,25.0160359995922,26.469185615458,702.517164384542,NA
2018,5,21,HL2,54.8851736469783,55.915738232899,863.324886202767,NA
2018,6,7,HL2,28.5476190001404,12.7148784937888,623.310046506211,NA
2018,6,28,HL2,28.0678015714286,38.5227947933227,831.26931473246,NA
2018,7,14,HL2,51.9483990025812,5.13797892644135,710.704794163533,NA
2018,7,28,HL2,40.0964974244337,4.13087339423077,769.600132020099,NA
2018,8,28,HL2,35.7783524164277,31.5588625,1069.4038875,NA
2018,9,15,HL2,27.6940629619327,45.2583722513089,957.714702748691,NA
2018,9,23,HL2,34.9732325341168,16.6606162350598,840.099521321224,NA
2018,10,5,HL2,32.8758705978981,88.0736940633245,991.546455936676,NA
2018,10,30,HL2,25.4462254146035,69.4121788590604,842.57037114094,NA
2018,11,19,HL2,27.0617182099287,141.122405606524,683.650219393476,NA
2018,12,6,HL2,13.2100925052568,186.884805800821,786.965694199179,NA
2018,12,21,HL2,16.6990021062055,202.881343371758,669.379831628242,NA
1999,9,29,HL2,NA,91.9755277777778,817.724547222222,NA
2000,10,7,HL2,NA,62.239,1270.94183,NA
2010,5,29,HL2,NA,60.0435,930.3975,NA
2011,4,8,HL2,NA,NA,988.068625,NA
2011,4,14,HL2,NA,NA,806.414625,NA
2011,4,14,HL2,NA,NA,806.414625,NA
2011,4,14,HL2,NA,NA,828.20874,NA
2011,4,14,HL2,NA,NA,828.20874,NA
2011,4,14,HL2,NA,NA,806.414625,NA
2011,4,14,HL2,NA,NA,806.414625,NA
2011,4,14,HL2,NA,NA,828.20874,NA
2011,4,14,HL2,NA,NA,828.20874,NA
2015,3,5,HL2,NA,265.963788626834,813.021483100047,NA
1920,1,16,Halifax,NA,NA,NA,0.8
1920,2,15,Halifax,NA,NA,NA,0.8
1920,3,16,Halifax,NA,NA,NA,0.7
1920,4,15,Halifax,NA,NA,NA,0.9
1920,5,16,Halifax,NA,NA,NA,0.7
1920,6,15,Halifax,NA,NA,NA,0.8
1920,7,16,Halifax,NA,NA,NA,0.7
1920,8,16,Halifax,NA,NA,NA,0.7
1920,9,15,Halifax,NA,NA,NA,0.8
1920,10,16,Halifax,NA,NA,NA,0.9
1920,11,15,Halifax,NA,NA,NA,0.8
1920,12,16,Halifax,NA,NA,NA,0.9
1921,1,16,Halifax,NA,NA,NA,0.8
1921,2,14,Halifax,NA,NA,NA,0.8
1921,3,16,Halifax,NA,NA,NA,0.7
1921,4,15,Halifax,NA,NA,NA,0.7
1921,5,16,Halifax,NA,NA,NA,0.8
1921,6,15,Halifax,NA,NA,NA,0.8
1921,7,16,Halifax,NA,NA,NA,0.7
1921,8,16,Halifax,NA,NA,NA,0.7
1921,9,15,Halifax,NA,NA,NA,0.8
1921,10,16,Halifax,NA,NA,NA,0.8
1921,11,15,Halifax,NA,NA,NA,0.9
1921,12,16,Halifax,NA,NA,NA,0.9
1922,1,16,Halifax,NA,NA,NA,0.8
1922,2,14,Halifax,NA,NA,NA,0.8
1922,3,16,Halifax,NA,NA,NA,0.8
1922,4,15,Halifax,NA,NA,NA,0.8
1922,5,16,Halifax,NA,NA,NA,0.7
1922,6,15,Halifax,NA,NA,NA,0.7
1922,7,16,Halifax,NA,NA,NA,0.7
1922,8,16,Halifax,NA,NA,NA,0.7
1922,9,15,Halifax,NA,NA,NA,0.7
1922,10,16,Halifax,NA,NA,NA,0.8
1922,11,15,Halifax,NA,NA,NA,0.9
1922,12,16,Halifax,NA,NA,NA,0.9
1923,1,16,Halifax,NA,NA,NA,0.9
1923,2,14,Halifax,NA,NA,NA,0.8
1923,3,16,Halifax,NA,NA,NA,0.8
1923,4,15,Halifax,NA,NA,NA,0.8
1923,5,16,Halifax,NA,NA,NA,0.7
1923,6,15,Halifax,NA,NA,NA,0.8
1923,7,16,Halifax,NA,NA,NA,0.7
1923,8,16,Halifax,NA,NA,NA,0.8
1923,9,15,Halifax,NA,NA,NA,0.8
1923,10,16,Halifax,NA,NA,NA,0.8
1923,11,15,Halifax,NA,NA,NA,0.8
1923,12,16,Halifax,NA,NA,NA,0.8
1924,1,16,Halifax,NA,NA,NA,0.8
1924,2,15,Halifax,NA,NA,NA,0.9
1924,3,16,Halifax,NA,NA,NA,0.9
1924,4,15,Halifax,NA,NA,NA,0.8
1924,5,16,Halifax,NA,NA,NA,0.8
1924,6,15,Halifax,NA,NA,NA,0.8
1924,7,16,Halifax,NA,NA,NA,0.8
1924,8,16,Halifax,NA,NA,NA,0.8
1924,9,15,Halifax,NA,NA,NA,0.8
1924,10,16,Halifax,NA,NA,NA,0.9
1924,11,15,Halifax,NA,NA,NA,0.8
1924,12,16,Halifax,NA,NA,NA,0.8
1925,1,16,Halifax,NA,NA,NA,0.8
1925,2,14,Halifax,NA,NA,NA,0.7
1925,3,16,Halifax,NA,NA,NA,0.7
1925,4,15,Halifax,NA,NA,NA,0.8
1925,5,16,Halifax,NA,NA,NA,0.8
1925,6,15,Halifax,NA,NA,NA,0.8
1925,7,16,Halifax,NA,NA,NA,0.7
1925,8,16,Halifax,NA,NA,NA,0.8
1925,9,15,Halifax,NA,NA,NA,0.8
1925,10,16,Halifax,NA,NA,NA,0.9
1925,11,15,Halifax,NA,NA,NA,0.8
1925,12,16,Halifax,NA,NA,NA,0.8
1926,1,16,Halifax,NA,NA,NA,0.8
1926,2,14,Halifax,NA,NA,NA,0.9
1926,3,16,Halifax,NA,NA,NA,0.7
1926,4,15,Halifax,NA,NA,NA,0.8
1926,5,16,Halifax,NA,NA,NA,0.8
1926,6,15,Halifax,NA,NA,NA,0.7
1926,7,16,Halifax,NA,NA,NA,0.7
1926,8,16,Halifax,NA,NA,NA,0.8
1926,9,15,Halifax,NA,NA,NA,0.8
1926,10,16,Halifax,NA,NA,NA,0.8
1926,11,15,Halifax,NA,NA,NA,0.8
1926,12,16,Halifax,NA,NA,NA,0.9
1927,1,16,Halifax,NA,NA,NA,0.8
1927,2,14,Halifax,NA,NA,NA,0.8
1927,3,16,Halifax,NA,NA,NA,0.8
1927,4,15,Halifax,NA,NA,NA,0.8
1927,5,16,Halifax,NA,NA,NA,0.8
1927,6,15,Halifax,NA,NA,NA,0.8
1927,7,16,Halifax,NA,NA,NA,0.7
1927,8,16,Halifax,NA,NA,NA,0.8
1927,9,15,Halifax,NA,NA,NA,0.8
1927,10,16,Halifax,NA,NA,NA,0.8
1927,11,15,Halifax,NA,NA,NA,0.8
1927,12,16,Halifax,NA,NA,NA,1
1928,1,16,Halifax,NA,NA,NA,0.8
1928,2,15,Halifax,NA,NA,NA,0.8
1928,3,16,Halifax,NA,NA,NA,0.8
1928,4,15,Halifax,NA,NA,NA,0.8
1928,5,16,Halifax,NA,NA,NA,0.8
1928,6,15,Halifax,NA,NA,NA,0.8
1928,7,16,Halifax,NA,NA,NA,0.8
1928,8,16,Halifax,NA,NA,NA,0.8
1928,9,15,Halifax,NA,NA,NA,0.8
1928,10,16,Halifax,NA,NA,NA,0.8
1928,11,15,Halifax,NA,NA,NA,0.8
1928,12,16,Halifax,NA,NA,NA,0.8
1929,1,16,Halifax,NA,NA,NA,0.8
1929,2,14,Halifax,NA,NA,NA,0.8
1929,3,16,Halifax,NA,NA,NA,0.8
1929,4,15,Halifax,NA,NA,NA,0.8
1929,5,16,Halifax,NA,NA,NA,0.7
1929,6,15,Halifax,NA,NA,NA,0.8
1929,7,16,Halifax,NA,NA,NA,0.7
1929,8,16,Halifax,NA,NA,NA,0.8
1929,9,15,Halifax,NA,NA,NA,0.7
1929,10,16,Halifax,NA,NA,NA,0.7
1929,11,15,Halifax,NA,NA,NA,0.8
1929,12,16,Halifax,NA,NA,NA,0.8
1930,1,16,Halifax,NA,NA,NA,0.7
1930,2,14,Halifax,NA,NA,NA,0.8
1930,3,16,Halifax,NA,NA,NA,0.8
1930,4,15,Halifax,NA,NA,NA,0.7
1930,5,16,Halifax,NA,NA,NA,0.8
1930,6,15,Halifax,NA,NA,NA,0.7
1930,7,16,Halifax,NA,NA,NA,0.8
1930,8,16,Halifax,NA,NA,NA,0.8
1930,9,15,Halifax,NA,NA,NA,0.8
1930,10,16,Halifax,NA,NA,NA,0.9
1930,11,15,Halifax,NA,NA,NA,0.8
1930,12,16,Halifax,NA,NA,NA,0.8
1931,1,16,Halifax,NA,NA,NA,0.9
1931,2,14,Halifax,NA,NA,NA,0.8
1931,3,16,Halifax,NA,NA,NA,0.9
1931,4,15,Halifax,NA,NA,NA,0.8
1931,5,16,Halifax,NA,NA,NA,0.7
1931,6,15,Halifax,NA,NA,NA,0.8
1931,7,16,Halifax,NA,NA,NA,0.8
1931,8,16,Halifax,NA,NA,NA,0.8
1931,9,15,Halifax,NA,NA,NA,0.8
1931,10,16,Halifax,NA,NA,NA,0.9
1931,11,15,Halifax,NA,NA,NA,0.8
1931,12,16,Halifax,NA,NA,NA,0.9
1932,1,16,Halifax,NA,NA,NA,0.9
1932,2,15,Halifax,NA,NA,NA,0.9
1932,3,16,Halifax,NA,NA,NA,0.9
1932,4,15,Halifax,NA,NA,NA,0.8
1932,5,16,Halifax,NA,NA,NA,0.8
1932,6,15,Halifax,NA,NA,NA,0.8
1932,7,16,Halifax,NA,NA,NA,0.8
1932,8,16,Halifax,NA,NA,NA,0.8
1932,9,15,Halifax,NA,NA,NA,0.9
1932,10,16,Halifax,NA,NA,NA,0.8
1932,11,15,Halifax,NA,NA,NA,0.8
1932,12,16,Halifax,NA,NA,NA,0.9
1933,1,16,Halifax,NA,NA,NA,0.9
1933,2,14,Halifax,NA,NA,NA,0.9
1933,3,16,Halifax,NA,NA,NA,0.9
1933,4,15,Halifax,NA,NA,NA,0.8
1933,5,16,Halifax,NA,NA,NA,0.8
1933,6,15,Halifax,NA,NA,NA,0.8
1933,7,16,Halifax,NA,NA,NA,0.8
1933,8,16,Halifax,NA,NA,NA,0.8
1933,9,15,Halifax,NA,NA,NA,0.8
1933,10,16,Halifax,NA,NA,NA,0.8
1933,11,15,Halifax,NA,NA,NA,0.9
1933,12,16,Halifax,NA,NA,NA,0.9
1934,1,16,Halifax,NA,NA,NA,0.8
1934,2,14,Halifax,NA,NA,NA,0.8
1934,3,16,Halifax,NA,NA,NA,0.7
1934,4,15,Halifax,NA,NA,NA,0.8
1934,5,16,Halifax,NA,NA,NA,0.7
1934,6,15,Halifax,NA,NA,NA,0.8
1934,7,16,Halifax,NA,NA,NA,0.8
1934,8,16,Halifax,NA,NA,NA,0.8
1934,9,15,Halifax,NA,NA,NA,0.8
1934,10,16,Halifax,NA,NA,NA,0.9
1934,11,15,Halifax,NA,NA,NA,0.8
1934,12,16,Halifax,NA,NA,NA,0.9
1935,1,16,Halifax,NA,NA,NA,0.9
1935,2,14,Halifax,NA,NA,NA,0.8
1935,3,16,Halifax,NA,NA,NA,0.8
1935,4,15,Halifax,NA,NA,NA,0.8
1935,5,16,Halifax,NA,NA,NA,0.8
1935,6,15,Halifax,NA,NA,NA,0.8
1935,7,16,Halifax,NA,NA,NA,0.8
1935,8,16,Halifax,NA,NA,NA,0.8
1935,9,15,Halifax,NA,NA,NA,0.8
1935,10,16,Halifax,NA,NA,NA,0.8
1935,11,15,Halifax,NA,NA,NA,0.9
1935,12,16,Halifax,NA,NA,NA,1
1936,1,16,Halifax,NA,NA,NA,0.9
1936,2,15,Halifax,NA,NA,NA,0.9
1936,3,16,Halifax,NA,NA,NA,0.8
1936,4,15,Halifax,NA,NA,NA,0.8
1936,5,16,Halifax,NA,NA,NA,0.8
1936,6,15,Halifax,NA,NA,NA,0.8
1936,7,16,Halifax,NA,NA,NA,0.8
1936,8,16,Halifax,NA,NA,NA,0.8
1936,9,15,Halifax,NA,NA,NA,0.8
1936,10,16,Halifax,NA,NA,NA,0.8
1936,11,15,Halifax,NA,NA,NA,0.9
1936,12,16,Halifax,NA,NA,NA,0.8
1937,1,16,Halifax,NA,NA,NA,0.8
1937,2,14,Halifax,NA,NA,NA,0.9
1937,3,16,Halifax,NA,NA,NA,0.8
1937,4,15,Halifax,NA,NA,NA,0.8
1937,5,16,Halifax,NA,NA,NA,0.8
1937,6,15,Halifax,NA,NA,NA,0.8
1937,7,16,Halifax,NA,NA,NA,0.8
1937,8,16,Halifax,NA,NA,NA,0.8
1937,9,15,Halifax,NA,NA,NA,0.8
1937,10,16,Halifax,NA,NA,NA,0.8
1937,11,15,Halifax,NA,NA,NA,0.9
1937,12,16,Halifax,NA,NA,NA,0.9
1938,1,16,Halifax,NA,NA,NA,0.9
1938,2,14,Halifax,NA,NA,NA,0.9
1938,3,16,Halifax,NA,NA,NA,0.9
1938,4,15,Halifax,NA,NA,NA,0.8
1938,5,16,Halifax,NA,NA,NA,0.8
1938,6,15,Halifax,NA,NA,NA,0.8
1938,7,16,Halifax,NA,NA,NA,0.8
1938,8,16,Halifax,NA,NA,NA,0.8
1938,9,15,Halifax,NA,NA,NA,0.8
1938,10,16,Halifax,NA,NA,NA,0.9
1938,11,15,Halifax,NA,NA,NA,0.9
1938,12,16,Halifax,NA,NA,NA,0.9
1939,1,16,Halifax,NA,NA,NA,0.9
1939,2,14,Halifax,NA,NA,NA,0.8
1939,3,16,Halifax,NA,NA,NA,0.8
1939,4,15,Halifax,NA,NA,NA,0.8
1939,5,16,Halifax,NA,NA,NA,0.8
1939,6,15,Halifax,NA,NA,NA,0.8
1939,7,16,Halifax,NA,NA,NA,0.8
1939,8,16,Halifax,NA,NA,NA,0.8
1939,9,15,Halifax,NA,NA,NA,0.9
1939,10,16,Halifax,NA,NA,NA,0.9
1939,11,15,Halifax,NA,NA,NA,0.9
1939,12,16,Halifax,NA,NA,NA,1
1940,1,16,Halifax,NA,NA,NA,0.9
1940,2,15,Halifax,NA,NA,NA,1
1940,3,16,Halifax,NA,NA,NA,0.9
1940,4,15,Halifax,NA,NA,NA,0.8
1940,5,16,Halifax,NA,NA,NA,0.8
1940,6,15,Halifax,NA,NA,NA,0.9
1940,7,16,Halifax,NA,NA,NA,0.8
1940,8,16,Halifax,NA,NA,NA,0.8
1940,9,15,Halifax,NA,NA,NA,0.8
1940,10,16,Halifax,NA,NA,NA,0.9
1940,11,15,Halifax,NA,NA,NA,0.9
1940,12,16,Halifax,NA,NA,NA,0.9
1941,1,16,Halifax,NA,NA,NA,0.9
1941,2,14,Halifax,NA,NA,NA,0.9
1941,3,16,Halifax,NA,NA,NA,0.9
1941,4,15,Halifax,NA,NA,NA,0.8
1941,5,16,Halifax,NA,NA,NA,0.9
1941,6,15,Halifax,NA,NA,NA,0.9
1941,7,16,Halifax,NA,NA,NA,0.8
1941,8,16,Halifax,NA,NA,NA,0.9
1941,9,15,Halifax,NA,NA,NA,0.9
1941,10,16,Halifax,NA,NA,NA,0.9
1941,11,15,Halifax,NA,NA,NA,0.9
1941,12,16,Halifax,NA,NA,NA,0.9
1942,1,16,Halifax,NA,NA,NA,0.9
1942,2,14,Halifax,NA,NA,NA,1
1942,3,16,Halifax,NA,NA,NA,0.9
1942,4,15,Halifax,NA,NA,NA,0.9
1942,5,16,Halifax,NA,NA,NA,0.8
1942,6,15,Halifax,NA,NA,NA,0.9
1942,7,16,Halifax,NA,NA,NA,0.8
1942,8,16,Halifax,NA,NA,NA,0.8
1942,9,15,Halifax,NA,NA,NA,0.9
1942,10,16,Halifax,NA,NA,NA,0.9
1942,11,15,Halifax,NA,NA,NA,0.9
1942,12,16,Halifax,NA,NA,NA,1
1943,1,16,Halifax,NA,NA,NA,0.9
1943,2,14,Halifax,NA,NA,NA,0.9
1943,3,16,Halifax,NA,NA,NA,0.8
1943,4,15,Halifax,NA,NA,NA,0.8
1943,5,16,Halifax,NA,NA,NA,0.8
1943,6,15,Halifax,NA,NA,NA,0.9
1943,7,16,Halifax,NA,NA,NA,0.8
1943,8,16,Halifax,NA,NA,NA,0.9
1943,9,15,Halifax,NA,NA,NA,0.9
1943,10,16,Halifax,NA,NA,NA,0.9
1943,11,15,Halifax,NA,NA,NA,0.9
1943,12,16,Halifax,NA,NA,NA,0.9
1944,1,16,Halifax,NA,NA,NA,0.9
1944,2,15,Halifax,NA,NA,NA,0.9
1944,3,16,Halifax,NA,NA,NA,0.9
1944,4,15,Halifax,NA,NA,NA,0.9
1944,5,16,Halifax,NA,NA,NA,0.8
1944,6,15,Halifax,NA,NA,NA,0.9
1944,7,16,Halifax,NA,NA,NA,0.9
1944,8,16,Halifax,NA,NA,NA,0.9
1944,9,15,Halifax,NA,NA,NA,0.8
1944,10,16,Halifax,NA,NA,NA,0.9
1944,11,15,Halifax,NA,NA,NA,1
1944,12,16,Halifax,NA,NA,NA,0.9
1945,1,16,Halifax,NA,NA,NA,0.9
1945,2,14,Halifax,NA,NA,NA,0.9
1945,3,16,Halifax,NA,NA,NA,0.9
1945,4,15,Halifax,NA,NA,NA,0.9
1945,5,16,Halifax,NA,NA,NA,0.9
1945,6,15,Halifax,NA,NA,NA,0.9
1945,7,16,Halifax,NA,NA,NA,0.8
1945,8,16,Halifax,NA,NA,NA,0.8
1945,9,15,Halifax,NA,NA,NA,0.8
1945,10,16,Halifax,NA,NA,NA,0.9
1945,11,15,Halifax,NA,NA,NA,1
1945,12,16,Halifax,NA,NA,NA,1
1946,1,16,Halifax,NA,NA,NA,0.9
1946,2,14,Halifax,NA,NA,NA,0.9
1946,3,16,Halifax,NA,NA,NA,0.9
1946,4,15,Halifax,NA,NA,NA,0.9
1946,5,16,Halifax,NA,NA,NA,0.8
1946,6,15,Halifax,NA,NA,NA,0.8
1946,7,16,Halifax,NA,NA,NA,0.8
1946,8,16,Halifax,NA,NA,NA,0.9
1946,9,15,Halifax,NA,NA,NA,0.8
1946,10,16,Halifax,NA,NA,NA,0.9
1946,11,15,Halifax,NA,NA,NA,1
1946,12,16,Halifax,NA,NA,NA,0.9
1947,1,16,Halifax,NA,NA,NA,0.9
1947,2,14,Halifax,NA,NA,NA,1
1947,3,16,Halifax,NA,NA,NA,1
1947,4,15,Halifax,NA,NA,NA,0.9
1947,5,16,Halifax,NA,NA,NA,0.9
1947,6,15,Halifax,NA,NA,NA,0.9
1947,7,16,Halifax,NA,NA,NA,0.9
1947,8,16,Halifax,NA,NA,NA,0.8
1947,9,15,Halifax,NA,NA,NA,0.9
1947,10,16,Halifax,NA,NA,NA,0.9
1947,11,15,Halifax,NA,NA,NA,1.1
1947,12,16,Halifax,NA,NA,NA,1
1948,1,16,Halifax,NA,NA,NA,1
1948,2,15,Halifax,NA,NA,NA,0.9
1948,3,16,Halifax,NA,NA,NA,0.9
1948,4,15,Halifax,NA,NA,NA,0.9
1948,5,16,Halifax,NA,NA,NA,0.9
1948,6,15,Halifax,NA,NA,NA,0.9
1948,7,16,Halifax,NA,NA,NA,0.9
1948,8,16,Halifax,NA,NA,NA,0.9
1948,9,15,Halifax,NA,NA,NA,0.9
1948,10,16,Halifax,NA,NA,NA,0.9
1948,11,15,Halifax,NA,NA,NA,0.9
1948,12,16,Halifax,NA,NA,NA,1
1949,1,16,Halifax,NA,NA,NA,0.9
1949,2,14,Halifax,NA,NA,NA,0.9
1949,3,16,Halifax,NA,NA,NA,0.8
1949,4,15,Halifax,NA,NA,NA,0.9
1949,5,16,Halifax,NA,NA,NA,0.9
1949,6,15,Halifax,NA,NA,NA,0.8
1949,7,16,Halifax,NA,NA,NA,0.9
1949,8,16,Halifax,NA,NA,NA,0.9
1949,9,15,Halifax,NA,NA,NA,0.9
1949,10,16,Halifax,NA,NA,NA,0.9
1949,11,15,Halifax,NA,NA,NA,0.9
1949,12,16,Halifax,NA,NA,NA,0.8
1950,1,16,Halifax,NA,NA,NA,0.9
1950,2,14,Halifax,NA,NA,NA,0.9
1950,3,16,Halifax,NA,NA,NA,0.9
1950,4,15,Halifax,NA,NA,NA,0.9
1950,5,16,Halifax,NA,NA,NA,0.8
1950,6,15,Halifax,NA,NA,NA,0.8
1950,7,16,Halifax,NA,NA,NA,0.8
1950,8,16,Halifax,NA,NA,NA,0.8
1950,9,15,Halifax,NA,NA,NA,0.9
1950,10,16,Halifax,NA,NA,NA,0.9
1950,11,15,Halifax,NA,NA,NA,0.9
1950,12,16,Halifax,NA,NA,NA,0.9
1951,1,16,Halifax,NA,NA,NA,0.9
1951,2,14,Halifax,NA,NA,NA,0.9
1951,3,16,Halifax,NA,NA,NA,0.9
1951,4,15,Halifax,NA,NA,NA,0.9
1951,5,16,Halifax,NA,NA,NA,0.9
1951,6,15,Halifax,NA,NA,NA,0.9
1951,7,16,Halifax,NA,NA,NA,0.9
1951,8,16,Halifax,NA,NA,NA,0.9
1951,9,15,Halifax,NA,NA,NA,0.9
1951,10,16,Halifax,NA,NA,NA,0.9
1951,11,15,Halifax,NA,NA,NA,1
1951,12,16,Halifax,NA,NA,NA,1
1952,1,16,Halifax,NA,NA,NA,1
1952,2,15,Halifax,NA,NA,NA,1
1952,3,16,Halifax,NA,NA,NA,0.9
1952,4,15,Halifax,NA,NA,NA,0.9
1952,5,16,Halifax,NA,NA,NA,1
1952,6,15,Halifax,NA,NA,NA,0.9
1952,7,16,Halifax,NA,NA,NA,0.8
1952,8,16,Halifax,NA,NA,NA,0.9
1952,9,15,Halifax,NA,NA,NA,0.9
1952,10,16,Halifax,NA,NA,NA,0.9
1952,11,15,Halifax,NA,NA,NA,1
1952,12,16,Halifax,NA,NA,NA,1
1953,1,16,Halifax,NA,NA,NA,1
1953,2,14,Halifax,NA,NA,NA,0.9
1953,3,16,Halifax,NA,NA,NA,0.9
1953,4,15,Halifax,NA,NA,NA,0.9
1953,5,16,Halifax,NA,NA,NA,0.9
1953,6,15,Halifax,NA,NA,NA,0.9
1953,7,16,Halifax,NA,NA,NA,0.9
1953,8,16,Halifax,NA,NA,NA,0.9
1953,9,15,Halifax,NA,NA,NA,0.9
1953,10,16,Halifax,NA,NA,NA,0.9
1953,11,15,Halifax,NA,NA,NA,0.9
1953,12,16,Halifax,NA,NA,NA,1
1954,1,16,Halifax,NA,NA,NA,1
1954,2,14,Halifax,NA,NA,NA,1
1954,3,16,Halifax,NA,NA,NA,0.9
1954,4,15,Halifax,NA,NA,NA,0.8
1954,5,16,Halifax,NA,NA,NA,0.9
1954,6,15,Halifax,NA,NA,NA,0.9
1954,7,16,Halifax,NA,NA,NA,0.9
1954,8,16,Halifax,NA,NA,NA,0.9
1954,9,15,Halifax,NA,NA,NA,0.9
1954,10,16,Halifax,NA,NA,NA,0.9
1954,11,15,Halifax,NA,NA,NA,0.9
1954,12,16,Halifax,NA,NA,NA,0.9
1955,1,16,Halifax,NA,NA,NA,1.1
1955,2,14,Halifax,NA,NA,NA,0.9
1955,3,16,Halifax,NA,NA,NA,0.9
1955,4,15,Halifax,NA,NA,NA,0.9
1955,5,16,Halifax,NA,NA,NA,0.9
1955,6,15,Halifax,NA,NA,NA,0.9
1955,7,16,Halifax,NA,NA,NA,0.9
1955,8,16,Halifax,NA,NA,NA,0.9
1955,9,15,Halifax,NA,NA,NA,0.9
1955,10,16,Halifax,NA,NA,NA,0.9
1955,11,15,Halifax,NA,NA,NA,1
1955,12,16,Halifax,NA,NA,NA,1
1956,1,16,Halifax,NA,NA,NA,1
1956,2,15,Halifax,NA,NA,NA,0.9
1956,3,16,Halifax,NA,NA,NA,0.9
1956,4,15,Halifax,NA,NA,NA,0.9
1956,5,16,Halifax,NA,NA,NA,0.9
1956,6,15,Halifax,NA,NA,NA,0.9
1956,7,16,Halifax,NA,NA,NA,0.9
1956,8,16,Halifax,NA,NA,NA,0.9
1956,9,15,Halifax,NA,NA,NA,0.9
1956,10,16,Halifax,NA,NA,NA,0.9
1956,11,15,Halifax,NA,NA,NA,0.9
1956,12,16,Halifax,NA,NA,NA,0.9
1957,1,16,Halifax,NA,NA,NA,0.9
1957,2,14,Halifax,NA,NA,NA,0.9
1957,3,16,Halifax,NA,NA,NA,1
1957,4,15,Halifax,NA,NA,NA,0.9
1957,5,16,Halifax,NA,NA,NA,0.9
1957,6,15,Halifax,NA,NA,NA,0.9
1957,7,16,Halifax,NA,NA,NA,0.9
1957,8,16,Halifax,NA,NA,NA,0.9
1957,9,15,Halifax,NA,NA,NA,0.9
1957,10,16,Halifax,NA,NA,NA,0.9
1957,11,15,Halifax,NA,NA,NA,0.9
1957,12,16,Halifax,NA,NA,NA,0.9
1958,1,16,Halifax,NA,NA,NA,1
1958,2,14,Halifax,NA,NA,NA,1.1
1958,3,16,Halifax,NA,NA,NA,1.1
1958,4,15,Halifax,NA,NA,NA,1
1958,5,16,Halifax,NA,NA,NA,0.8
1958,6,15,Halifax,NA,NA,NA,0.9
1958,7,16,Halifax,NA,NA,NA,0.9
1958,8,16,Halifax,NA,NA,NA,0.9
1958,9,15,Halifax,NA,NA,NA,0.9
1958,10,16,Halifax,NA,NA,NA,0.9
